#,Company Name,Status,Location,Verified,Where to apply,Roles,Job Type,Industry,Remarks
964,Geetanjali Homestate Pvt Ltd,Hiring,Gurgaon,No,httpswww.linkedin.comj,Digital Marketing M,Full-Time,Real Estate,
965,Gemini Solutions Pvt Ltd,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Business Intelligenc,Full-Time,Financial Services,
966,Gemius Design Studio,Hiring Freeze,Surat,,,,,Marketing & Advertising,
967,General Electric,Hiring freeze,India,,,,,Energy,
968,General Mills,Hiring freeze,Mumbai,,,,Full-Time,Consumer Goods,
969,Genesis Ray Energy,Hiring,Gurgaon,No,httpswww.linkedin.comj,GIS Web Applicatio,Full-Time,Energy,
970,Genetix Biotech Asia Pvt Ltd,Hiring,Delhi,No,httpswww.linkedin.comj,Application Manager,Full-Time,Others,
971,Genpact Headstrong Capital ,Hiring,Noida,No,httpswww.linkedin.comj,Python Developer,Full-Time,IT Infrastructure,
972,GEP,Layoffs,India,,,,,Productivity Software,
973,Gep Worldwide,Hiring,Mumbai,No,httpswww.linkedin.comj,Web Engineer,Full-Time,Logistics & Supply Chain,
974,Gerald Technologies Inc,Hiring,Bengaluru,No,httpswww.linkedin.comj,Full Stack Developer,Full-Time,Information Technology,
975,Get Set homes,Hiring freeze,Mumbai,,Not hiring,,,Consulting & Services,20% salary cut
976,Getmeroof,Hiring freeze,Bengaluru,,,,,Real Estate,We are hiring for limited ro
977,GetMyUni,Hiring freeze,,,,,,Education Tech,
978,GetSetHome,Hiring freeze,India,,No hiring notification as to,,,Real Estate,22% salary cuts so far
979,GharPeShiksha,Hiring,Delhi,Yes,httpswww.linkedin.comj,Senior Software Eng,Full-Time,Education,
980,Gigsky,Hiring freeze,India,,,,,Consumer Tech,
981,Gilbarco Veeder- Root,Hiring Freeze,Mumbai,,,,Full-Time,Energy,
982,Ginger Cube Inc,Hiring,Mumbai,No,httpswww.linkedin.comj,Mean Stack Develop,Full-Time,,
983,GingerCup,Hiring Freeze,Mumbai,,,,,Marketing & Advertising,
984,Girmiti,Layoffs,,,,,,Business Software,
985,GitHub,Hiring freeze,Hyderabad,,,,Full-Time,Business Software,
986,Givaudan,Hiring,Gurgaon,No,httpswww.linkedin.comj,Regional Sales Man,Full-Time,Consumer Goods,
987,Givesurance Insurance Servic,Hiring freeze,Gurgaon,,,,Full-Time,Financial Services,
988,Glance,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,SDE- III ( Data Engin,Full-Time,Information Technology,
989,Global Airlines Solution,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Recruiting ground st,Full-Time,Aviation,
990,Global Health Resource,Hiring freeze,Moradabad,,,,,Healthcare,
991,Global Healthcare Resources,Hiring,Mumbai,Yes,httpswww.linkedin.comj,Product Analyst,Full-Time,Marketing & Advertising,
992,Global Payments,Layoffs,India,,,,,Financial Services,
993,Global Pharma Tek,Hiring,Hyderabad,No,httpswww.linkedin.comj,Business Developm,Full-Time,Pharmaceutical,
994,Global Visa Support,Hiring,New Delhi,Yes,httpswww.linkedin.comj,Branch Manager,Full-Time,Education,
995,Globalfoundries,Hiring Freeze,Bengaluru,,,,,,
996,GlobalLogic,Hiring Freeze,Gurgaon,,,,,Productivity Software,
997,Globant,Hiring,Pune,Yes,httpswww.linkedin.comj,Game Developer,Full-Time,IT Infrastructure,
998,GLOBE IMMI EXPERTS,Hiring,Chandigarh,Yes,httpswww.linkedin.comj,Visa officer,Full-Time,IT Infrastructure,
999,Glu Mobile,Hiring,Hyderabad,Yes,httpswww.linkedin.comj,Data Product Mana,Full-Time,Marketing & Advertising,
1000,GMS Egypt,Hiring Freeze,Bengaluru,,,,,,
1001,GMV Yoga,Hiring freeze,India,,,,,Healthcare,
1002,Gnext,Hiring Freeze,Faridabad,,,,,,
1003,GNF,Hiring freeze,Ahmedabad,,,,,Marketing & Advertising,
1004,Go With Dot,Hiring,Bengaluru,No,httpswww.linkedin.comj,Developer,Full-Time,Logistics & Supply Chain,
1005,GoAir,Layoffs,,,,,,,
1006,GoAirlines,Layoffs,India,,,,,,
1007,Godrej Agrovet Limited,Hiring freeze,,,,,,,
1008,Godrej Housing Finance,Hiring,Bengaluru,No,httpswww.linkedin.comj,Sales Manager,Full-Time,Financial Services,
1009,Godrej Properties Limited,Hiring,Bengaluru,No,httpswww.linkedin.comj,Head- Marketing & ,Full-Time,Real Estate,
1010,GoFloaters,Hiring freeze,,,,,,Real Estate,
1011,GOGAME,Hiring freeze,Bengaluru,,,,,Others,
1012,Goibibo,Hiring freeze,India,,,,,Travel & Transportation,
1013,Goldman Sachs,Hiring,Bengaluru,No,httpswww.linkedin.comj,Controllers Engineer,Full-Time,Financial Services,
1014,Google,Hiring,Haryāna,No,httpswww.linkedin.comj,Field Sales Represen,Full-Time,Information Technology,
1015,Goolluck Investments,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Social media manager,Internship,Marketing and Advertisi,
1016,GOQii,Hiring freeze,Mumbai,,,,,Healthcare,
1017,GoScale Group Inc,Hiring freeze,Bengaluru,,,,,,
1018,GP Strategies Corporation,Hiring freeze,Chennai,,,,,,
1019,Gradestack Private Ltd.,Hiring,Noida,No,httpswww.linkedin.comj,Business Developm,Full-Time,Marketing & Advertising,
1020,Gradeup,Hiring,India,,httpswww.updazz.comj,AssociateSr. Associ,Full-Time,Education Tech,
1021,Gram Power Inc,Hiring freeze,Jaipur,,,,,,
1022,Gramener,Hiring,Bengaluru, Hyde,,httpsgramener.comcare,Sr. Data Scientist, Ta,Full-Time,Business Software,
1023,Grance,Hiring,Bengaluru,No,httpswww.linkedin.comj,Web Developer,Full-Time,,
1024,Grant Thornton,Hiring,Gurgaon,,httpswww.hirist.comjgr,Consultant - Securit,Full-Time,Fintech,
1025,Grappus,Hiring,Gurgaon,No,httpswww.linkedin.comj,Front End Developer,Full-Time,,
1026,Grassik,Hiring freeze,India,,,,,Manufacturing,Hiring for Mid-Senior level 
1027,Great Lakes Institute of Mana,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Sr. ManagerAGM - ,Full-Time,Education,
1028,Great Voucher Place,Hiring,Pune, Mumbai, ,,yes@greatvoucherplace.com,Marketing And Sales,Full-Time,Consumer Services,Business format is workabl
1029,Grexter,Layoffs,Bengaluru,,Angel,,,Real Estate,
1030,GRIP Invest,Hiring,Work from Home,,support@gripinvest.in,front end developer,Internship,Fintech,Hiring for both front and b
1031,Groupon,Hiring,Bengaluru,No,httpswww.linkedin.comj,Software Developm,Full-Time,Information Technology,
1032,Growfit,Hiring,Chennai, Bengal,,httpwww.twenty19.comi,Content Writer,Internship,Productivity Software,Hiring for Account Manage
1033,Grubox,Layoffs,India,,,,,Consumer Goods,
1034,GS Advisors Pvt Ltd,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,E-learning Developer,Full-Time,Education Tech,
1035,GSK Customer Healthcare India,Hiring,Gurgaon,No,httpswww.linkedin.comj,Legal Manager,Full-Time,Consumer Goods,
1036,GSN Games,Hiring freeze,Bengaluru,,,,,Media & Entertainment,
1037,GSOBA,Hiring freeze,Chennai,,,,,IT Infrastucture,
1038,GSS Webtech,Hiring,Mysore,No,httpswww.linkedin.comj,Wordpress Developer,Full-Time,IT Infrastucture,
1039,Guardian Life,Hiring,(Remote),,httpsguardian.taleo.netc,Account Manager Tr,Full-Time,Financial Services,
1040,Guavus,Hiring,Gurgaon,No,httpswww.linkedin.comj,Software Developer,Full-Time,Business Software,
1041,Guidewire Software,Hiring,Chennai,No,httpswww.linkedin.comj,Data Engineer,Full-Time,Business Software,
1042,Gupshup,Hiring,Mumbai,No,httpswww.linkedin.comj,Senior Software Eng,Full-Time,Information Technology,
1043,Guru Nanak Institutions,Hiring freeze,Hyderabad,,,,,Marketing & Advertising,
1044,Gutenberg,Hiring freeze,Pune, Delhi, Ban,,,,,,
1045,GyanSys Inc,Hiring,Bengaluru,No,httpswww.linkedin.comj,Multiple Roles,Full-Time,,
1046,GyanSys Infotech,Hiring,Bengaluru, India,,gyansys.com,,,,We have given average of 
1047,Halfcute,Hiring freeze,Bengaluru,,,,,Information Technology,
1048,Halliburton,Hiring freeze,Mumbai,Gurugr,,,,,Energy,
1049,Han River Technology Pvt Ltd,Hiring,Kolkata,No,httpswww.linkedin.comj,Java Developer,Full-Time,IT Infrastucture,
1050,Happay,Layoffs,Bengaluru, Mum,,,,,Financial Services,
1051,Happiest Minds Technologies,Hiring,Bengaluru,,httpswww.linkedin.comc,Data Scientist,Full-Time,Information Technology,
1052,Happy Bringling,Hiring,Mumbai,No,httpswww.linkedin.comj,Marketing Intern,Internship,Education,
1053,Haptik,Hiring,Mumbai,No,httpswww.linkedin.comj,Front End Developer,Full-Time,IT Infrastucture,
1054,Harjai Computers,Hiring freeze,Mumbai,,,,,Information Technology,
1055,Harman Connected Services,Hiring freeze,India,,,,,Consulting & Services,Fake job adverts out there 
1056,Harness,Hiring,Bengaluru,No,httpswww.linkedin.comj,Product Manager,,Business Software,
1057,Harptec Software Pvt Ltd,Hiring,Vadodara,No,httpswww.linkedin.comj,Javascript Developer,Full-Time,IT Infrastucture,
1058,Harris Pye,Hiring freeze,Mumbai,,,,,Engineering,
1059,Hash Root LTD.,Hiring,Kochi,Yes,httpswww.linkedin.comj,Operations Manager,Full-Time,IT Infrastructure,
1060,Hatch,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Graduate Electrical E,Full-Time,Others,
1061,HAye,Hiring,Hyderabad,Yes,httpswww.linkedin.comj,Marketing Executive,Full-Time,IT Infrastructure,
1062,HBL Power Systems,Hiring freeze,Hyderabad,,,,,Engineering,
1063,HCL Infrastrucutre Services,Hiring,Hyderabad,Yes,httpswww.linkedin.comj,Senior Service Desk ,Full-Time,IT Infrastructure,
1064,HCL Software,Hiring,Bengaluru,No,httpswww.linkedin.comj,Java Application De,,,
1065,HCL Technologies,Hiring,Hyderabad,Yes,httpswww.linkedin.comj,AX Financial Functio,Full-Time,IT Infrastructure,
1066,Hcl technology,Layoffs,India,,,,,Business Software,
1067,HDFC BANK,Hiring freeze,Noida,,,,,Marketing & Advertising,
1068,HDFC Bank Limited,Hiring,Mumbai,No,httpswww.linkedin.comj,Business Analyst,Full-Time,Financial Services,
1069,HDFC ERGO General Insurance,Hiring,Mumbai,No,httpswww.linkedin.comj,Work From Home, P,Part-Time,Financial Services,
1070,Head Digital Works Pvt Ltd,Hiring,Bengaluru,No,httpswww.linkedin.comj,MAC Specialist,Full-Time,Information Technology,
1071,Head rush ventures,Hiring,Mumbai,No,httpswww.linkedin.comj,Senior Manager - In,Full-Time,Retail,
1072,Headout,Hiring,Bengaluru,No,httpswww.linkedin.comj,Data Scientist,Full-Time,Travel & Transportation,
1073,Heads Up For Tails,Hiring freeze,Delhi,,,,,Retail,
1074,Health total by Anjali muke,Hiring,Andheri,,httpswww.health-total.co,Ayurvedic Doctor, H,Full-Time,Healthcare,Please check
1075,HealthAsyst,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Business Ana,Full-Time,Business Software,
1076,HealthifyMe,Hiring freeze,India,,,,,Healthcare,
1077,Healthkart,Layoffs,,,,,,,
1078,Henkel,Hiring,Mumbai,No,httpswww.linkedin.comj,National Key Accou,Full-Time,Financial Services,Hiring for Marketing comm
1079,Herbalife International India P,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Manager - A,Full-Time,WellnessFitnessSports,
1080,Herbalife International India P,Hiring,Bengaluru,No,httpswww.linkedin.comj,Human Resource,Full-Time,WellnessFitnessSports,
1081,HERdle.Health,Hiring,India,,www.herdle.healthjobs,(1) Partnership Lead;,Full-Time,Healthcare,
1082,Here Technologies,Hiring,Mumbai,No,httpswww.linkedin.comj,Principal Software E,Full-Time,IT Infrastucture,
1083,Hetero,Hiring,Hyderabad,No,httpswww.linkedin.comj,Engineering Head,Full-Time,IT Infrastucture,
1084,Hevo Data,Hiring,Delhi,No,httpswww.linkedin.comj,Product Manager,,Productivity Software,
1085,Hevo Data Inc,Hiring,Bengaluru,,hevodata.comcareers,Product Manager, P,Full-Time,Business Software,
1086,Hewlett Packard Enterprise,Hiring,India,,httpscareers.hpe.comjo,Web Developer, R&,Full-Time,Business Software,
1087,Hewlett Packard Inc.,Hiring freeze,,,,,,,Hewlett Packard enterprise 
1088,Hexaware Interactive,Hiring,Delhi,,httpswww.recruit.netjob,Data Analyst, Lead P,Full-Time,Information Technology,
1089,High Radius,Hiring,Hyderabad,No,httpswww.linkedin.comj,Product Manager,Full-Time,Business Software,
1090,Highbar Technocrats,Hiring Freeze,,,,,,,
1091,HighRadius,Offer Resci,Odisha,,,,,Business Software,
1092,Hike,Hiring freeze,Delhi,,,,,Consumer Tech,
1093,Hike Messenger,Hiring,Delhi,No,httpswww.linkedin.comj,Director of Product ,,Information Technology,
1094,HILO Design,Hiring freeze,Hyderabad,,,,,Consumer Goods,
1095,HIMALAYAN IT SOLUTIONS,Hiring,Hyderabad,No,httpswww.linkedin.comj,Senior brand manag,Full-Time,IT Infrastructure,
1096,Himalyan Investments Global ,Hiring freeze,Noida,,,,,Food & Dining,
1097,Hinduja Global Solutions,Hiring,Delhi,,httpswww.recruit.netjob,Customer Care,Full-Time,BPO  ITES,
1098,Hindustan Coca-Cola Beverag,Hiring Freeze,,,,,,,
1099,Hindustan Unilever,Hiring,India,,httpscareers.unilever.co,Multiple roles,Full-Time,Consumer Goods,
1100,Hindusthan Engineering & In,Hiring freeze,Mumbai,,,,,Travel & Transportation,
1101,Hiring Street,Hiring freeze,Mumbai,,,,,,
1102,Hitachi Vantra,Hiring,Pune,No,httpswww.linkedin.comj,Web Analyst,Full-Time,IT Infrastucture,
1103,Hitchen & Co,Hiring,Hyderabad,No,httpswww.linkedin.comj,Digital Marketing Ex,Full-Time,Government Administrat,
1104,HITCHEN AND CO,Hiring freeze,Lucknow,,,,,Government,
1105,Hobby Lobby,Hiring freeze,,,,,,Retail,
1106,Hoichoi Tv,Hiring freeze,Kolkata,,,,,Media & Entertainment,
1107,Holiday Inn Express,Hiring freeze,Bengaluru,,,,,Hospitality,
1108,Holidayme,Layoffs,Pune,,,,,Hospitality,
1109,Homelane,Hiring freeze,,,,,,Real Estate,
1110,Homes247.in,Hiring freeze,Bengaluru,,,,,Real Estate,
1111,Honeywell International,Hiring freeze,India,,,,,Consulting & Services,
1112,Honeywell Technology Solu,Hiring freeze,Worldwide, Ban,,,,,Consumer Tech,
1113,Honeywell Technology Soluti,Hiring freeze,Bengaluru,,,,,IT Infrastructure,
1114,HoppJobs,Hiring,Noida,,LinkedIn,,,,
1115,Hopscotch,Layoffs,Mumbai,,,,,Retail,
1116,Hopscotch Health,Hiring,Mumbai,No,httpswww.linkedin.comj,Front End Developer,Full-Time,WellnessFitnessSports,
1117,HostBooks Limited,Hiring,Gurgaon,,httpswww.hostbooks.co,,,Business Software,
1118,Hotstar,Hiring,Gurugram,No,httpswww.linkedin.comj,Principal Software D,Full-Time,Consumer Tech,
1119,House of GKB,Hiring,Delhi,No,httpswww.linkedin.comj,Social Media Manag,Full-Time,Media & Entertainment,
1120,Housing.com,Hiring,Pune,No,httpswww.linkedin.comj,Relationship Manager,Full-Time,Real Estate,
1121,Housr,Layoffs,Gurgaon,,,,,Hospitality,
1122,HowNow,Hiring,Mumbai,No,httpswww.linkedin.comj,Front End Developer,Full-Time,Information Technology,
1123,HP Textile Mill Pvt Ltd,Hiring freeze,Bengaluru,,,,,,
1124,HR Executive Consultants,Hiring,Delhi,No,httpswww.linkedin.comj,Fashion Design,Internship,consumer goods,
1125,HSBC,Hiring freeze,India,,,,,Financial Services,
1126,Hsbc electronic data processi,Hiring freeze,Billekahalli bann,,walkin,Customer care asso,Full-Time,Financial Services,Do not call me
1127,HSBC Technologies India,Hiring freeze,Pune,,,,Full-Time,Fintech,
1128,HTC Sports Pvt. Ltd.,Hiring,Delhi,No,httpswww.linkedin.comj,Junior Marketing As,Full-Time,Tourism,
1129,HTL Aircon Pvt Ltd,Hiring freeze,Delhi,,,,,Engineering,
1130,Huawei Consumer Business G,Hiring,Gurgaon,No,httpswww.linkedin.comj,Operations Manager,Full-Time,Consumer Tech,
1131,Huawei Technologies Limited,Hiring,Hyderabad,No,httpswww.linkedin.comj,Search Product Man,,,
1132,Hubbell Incorporated,Hiring,Kochi,No,httpswww.linkedin.comj,Associate - Cochin, IN,Full-Time,IT Infrastructure,
1133,Hubilo,Hiring,Ahmedabad,No,httpswww.linkedin.comj,UIUX Designer,,Business Software,
1134,Hudson Data,Hiring freeze,Gurgaon,,,,Full-Time,Business Software,
1135,Hughes Global Education,Hiring,Gurgaon,No,httpswww.linkedin.comj,Inside Sales - Team l,Full-Time,Education,
1136,HUMANTRA HR SOLUTIONS,Hiring,Mumbai,No,httpswww.linkedin.comj,Business Developm,Full-Time,Marketing & Advertising,
1137,HumanX,Hiring freeze,Mumbai,,,,Full-Time,Creative Arts  Design,
1138,HungerBox,Hiring,Bengaluru,No,httpswww.linkedin.comj,Product Manager,Full-Time,Food & Dining,
1139,HungryNaki,Hiring freeze,,,,,,Food & Dining,
1140,Huntsman Corporation,Hiring,Mumbai,Yes,httpswww.linkedin.comj,Credit Analyst (Cont,Full-Time,Chemicals  Petrochemic,
1141,Hurits,Hiring,Bengaluru,No,httpswww.linkedin.comj,Principal Software E,Full-Time,IT Infrastructure,
1142,Hurix Digital,Hiring freeze,Mumbai,,,,Full-Time,Education Tech,
1143,HurixDigital,Hiring,Mumbai,No,httpswww.linkedin.comj,Content Mnager,Full-Time,Education Tech,
1144,Huron Consulting Group,Hiring Freeze,,,,,,,
1145,Huulke,Hiring,Gurgaon,,httpswww.hirist.comjhu,PHP Developer - Lar,,IT Infrastructure,
1146,Hygeine Concepts,Hiring freeze,Pune,,,,,,
1147,Hyno™,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Full Stack Python De,Full-Time,IT Infrastructure,
1148,Hyperstate Technologies Pvt. ,Hiring,Pune,No,httpswww.linkedin.comj,Node JS Developer,Full-Time,IT Infrastructure,
1149,Hyve Group Inc,Hiring,Delhi,No,httpswww.linkedin.comj,General Manager,Full-Time,Others,
1150,Hyve Group plc,Hiring,Delhi,No,httpswww.linkedin.comj,General Manager -S,Full-Time,Others,
1151,I Can I Will Foundation,Hiring,Ahmedabad,No,httpswww.linkedin.comj,Head of Marketing,Full-Time,NGO  Social Services,
1152,i22 Technologies,Hiring freeze,Delhi,,,,Full-Time,IT Infrastucture,
1153,IAST Software Solutions Pvt Ltd,Hiring freeze,Bengaluru,,,,Full-Time,Automotive,
1154,IBM,Hiring,Kolkata,No,httpswww.linkedin.comj,Application Develop,Full-Time,Information Technology,
1155,IBS Software,Hiring,Karnataka,No,httpswww.linkedin.comj,Pricing and Commer,Full-Time,IT Infrastucture,
1156,Icertis,Hiring,Pune, Maharasht,,httpsjobs.lever.coicertis,UX Designer, Produ,Full-Time,Business Software,
1157,IceWarp India,Hiring freeze,Mumbai,,,,Full-Time,IT Infrastucture,
1158,ICF,Hiring,New Delhi,No,httpswww.linkedin.comj,Research Modeling ,Full-Time,Consulting & Services,
1159,ICICI BANK,Hiring,India,,httpswww.naukri.comici,Manager, Probation,Full-Time,Financial Services,
1160,iCloudEMS,Hiring freeze,Noida,,,,Full-Time,Productivity Software,
1161,Icreon Communication Pvt. Ltd,Layoffs,Noida, India,,,,,,
1162,ICS,Hiring,Mumbai,No,httpswww.linkedin.comj,Assistant Manager- ,Full-Time,Business Software,
1163,Idaptive,Hiring,Hyderabad,No,httpswww.linkedin.comj,Software Engineer (,Full-Time,Business Software,
1164,IDBI Federal Life Insurance,Hiring,Udupi,No,httpswww.linkedin.comj,Sales Manager,Full-Time,Financial Services,
1165,IDC,Hiring,Bengaluru,No,httpswww.linkedin.comj,Market Analyst,Full-Time,KPO  Research Analytics,
1166,Idea Device Technologies,Hiring,Delhi,Yes,httpswww.linkedin.comj,Software Developer,Full-Time,Business Software,
1167,Idealistic Compliance Counsel,Hiring,Chennai,Yes,httpswww.linkedin.comj,Senior PHP Developer,Full-Time,Education,
1168,Idealysis Technologies Pvt Ltd,Hiring freeze,Noida,,,,,,
1169,Idemia,Layoffs,,,,,,Business Software,
1170,iDofThings,Hiring,Kochi,No,httpswww.linkedin.comj,Electro Mechanical ,,,
1171,IDP Education,Hiring freeze,Bengaluru,,,,,Education,
1172,IFB AUTOMATIVE,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Chief Executive Offic,Full-Time,Automotive,
1173,IFB Industries Ltd,Hiring freeze,Goa,,,,,Consumer Goods,
1174,Iffort,Hiring freeze,Noida,,,,,Marketing & Advertising,
1175,IFI Tech Solutions,Hiring freeze,Mumbai,,,,,IT Infrastructure,
1176,Ignite Technologies,Hiring,Mumbai,Yes,httpswww.linkedin.comj,Key Account Manager,Full-Time,IT Infrastructure,
1177,IHS Markit,Hiring,Gurugram, Noida,No,httpswww.linkedin.comj,Software E,Full-Time,Financial Services,
1178,IIM Bengaluru,Hiring freeze,Bengaluru,,,,,Education,
1179,IKEA Group,Hiring freeze,Bengaluru,,,,Full-Time,Retail,
1180,Ikigai Enablers,Hiring freeze,Chennai,,,,,,
1181,Ikokas Digital Agency,Hiring freeze,Noida,,,,,Marketing & Advertising,
1182,illuminz,Hiring,Chandigarh,,httpswww.illuminz.comc,Software developers,Full-Time,Information Technology,
1183,Image.kit .io,Hiring,Gurgaon,No,httpswww.linkedin.comj,Sales Development ,Full-Time,Information Technology,
1184,ImageKit.io,Hiring,Gurgaon,No,httpswww.linkedin.comj,Sales Development ,,,
1185,ImageKit.io,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Technical Content W,Full-Time,Information Technology,
1186,Imaging End Points,Hiring,Hyderabad,Yes,httpswww.linkedin.comj,Information Technol,Full-Time,Healthcare,
1187,Imaging Endpoints,Hiring,Hyderabad,Yes,httpswww.linkedin.comj,Application Develop,Full-Time,Pharmaceutical,
1188,IMAGO,Hiring freeze,Noida,,,,Full-Time,Education Tech,
1189,ImakeKit.io,Hiring,Gurgaon,No,httpswww.linkedin.comj,Software Engineer,Full-Time,Information Technology,
1190,IMG Reliance,Hiring,Mumbai,,swapnaneel.parasar@imgr,Content Writer - Sp,,WellnessFitnessSports,
1191,IMImobile,Hiring freeze,Hyderabad,,,,,,
